id,brand,series,model,full_name,price,stock_status,image_url,mouse_type,connection_type,sensor_type,dpi_min,dpi_max,buttons,polling_rate_hz,lighting,lighting_type,weight_g,adjustable_weight,ergonomic,hand_orientation,surface_compatibility,battery_life_hours,charging_type,wireless_range_m,compatibility,short_description,key_features,long_description,warranty
logitech_g502,Logitech,G Series,G502 Hero,Logitech G502 Hero High Performance Gaming Mouse,3995,In Stock,https://m.media-amazon.com/images/I/61mpMH5TzkL._SX679_.jpg,gaming,wired,optical,100,25600,11,1000,yes,RGB,121,yes,yes,right,all,0,,0,Windows/Mac,The world's best selling gaming mouse,Hero 25K Sensor|11 Programmable Buttons|Adjustable Weight,"Logitech G502 Hero High Performance Wired Gaming Mouse with Hero 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC/Mac",2 years
