id,brand,series,model,full_name,price,stock_status,image_url,screen_size_inch,panel_type,resolution,aspect_ratio,refresh_rate_hz,response_time_ms,brightness_nits,contrast_ratio,color_gamut,curved,curve_radius,adaptive_sync,ports,hdmi_ports,displayport_ports,usb_ports,speakers,vesa_mount,height_adjustable,tilt,swivel,pivot,usage_type,short_description,key_features,long_description,warranty
lg_ultragear_27gn950,LG,UltraGear,27GN950,LG 27GN950-B UltraGear Gaming Monitor,59999,In Stock,https://m.media-amazon.com/images/I/716+75y+fAL._SX679_.jpg,27,IPS,3840x2160,16:9,144,1,400,1000:1,DCI-P3 98%,no,,G-Sync Compatible,HDMI|DisplayPort|USB,2,1,2,no,yes,yes,yes,yes,yes,gaming,4K Nano IPS 1ms Gaming Monitor,4K UHD|144Hz Refresh Rate|Nano IPS 1ms,"World's First 4K Nano IPS 1ms (GtG) Gaming Monitor. LG UltraGear is the powerful gaming display gear with high performance features to take your gaming to the next level.",3 years
